,Zip,City,State,Latitude,Longitude,2010 Census Population,Distance from Reactor,Reactor_lat,Reactor_lng
18231,78648,Luling,TX,29.694257,-97.6533,7683.0,181.43269303772442,28.98189,-95.970001
27663,77564,Hull,TX,30.159698,-94.65504,1988.0,182.60461942298457,28.98189,-95.970001
10211,78387,Sinton,TX,28.054995,-97.5133,9574.0,182.69746837206625,28.98189,-95.970001
31065,78162,Tuleta,TX,28.424535,-97.732736,375.0,182.80579917709053,28.98189,-95.970001
10535,78142,Normanna,TX,28.526040000000002,-97.78256,119.0,183.87716181004674,28.98189,-95.970001
7755,78102,Beeville,TX,28.426202000000004,-97.74806,27593.0,184.1492772091131,28.98189,-95.970001
4203,78146,Pettus,TX,28.615464000000003,-97.81591,771.0,184.4819027500015,28.98189,-95.970001
12796,78143,Pandora,TX,29.248704999999998,-97.84411999999999,85.0,184.51776894275716,28.98189,-95.970001
3286,78119,Kenedy,TX,28.779344000000002,-97.85625999999999,7680.0,185.0881298389836,28.98189,-95.970001
2937,77876,Shiro,TX,30.647831,-95.83191,197.0,185.78087807778968,28.98189,-95.970001
1425,78616,Dale,TX,29.928764,-97.56317,7092.0,186.81564722801554,28.98189,-95.970001
26526,78144,Panna Maria,TX,28.954252,-97.89674000000001,45.0,187.52149460262024,28.98189,-95.970001
26776,78389,Skidmore,TX,28.237359,-97.69331,1541.0,187.54960674525395,28.98189,-95.970001
23400,78104,Beeville,TX,28.393116,-97.77601700000001,175.0,187.9969712810643,28.98189,-95.970001
31759,78118,Karnes City,TX,28.894382,-97.90101999999999,3976.0,188.21892608099924,28.98189,-95.970001
19537,78661,Prairie Lea,TX,29.720570000000002,-97.73519,335.0,189.83550298892072,28.98189,-95.970001
5407,78402,Corpus Christi,TX,27.829732,-97.4016,536.0,189.84237055097742,28.98189,-95.970001
27117,77629,Nome,TX,30.031927000000003,-94.42374000000001,877.0,189.85385775499762,28.98189,-95.970001
18053,78638,Kingsbury,TX,29.655639,-97.77219000000001,2005.0,190.16586175963164,28.98189,-95.970001
10863,77622,Hamshire,TX,29.870794,-94.2896,1390.0,190.46565478405535,28.98189,-95.970001
2047,77371,Shepherd,TX,30.488028000000003,-94.99963000000001,7665.0,191.95909121590356,28.98189,-95.970001
14885,78401,Corpus Christi,TX,27.795804999999998,-97.40019000000001,5391.0,192.32568976742866,28.98189,-95.970001
515,78117,Hobson,TX,28.956196000000002,-97.95012,545.0,192.71011385036272,28.98189,-95.970001
22788,78644,Lockhart,TX,29.872165000000003,-97.68093,17081.0,193.0766810997468,28.98189,-95.970001
341,77519,Batson,TX,30.249734000000004,-94.60291,1191.0,193.29083963531093,28.98189,-95.970001
31096,78407,Corpus Christi,TX,27.802404,-97.42599,2955.0,193.66913471284238,28.98189,-95.970001
8395,77340,Huntsville,TX,30.680640999999998,-95.50776,29809.0,194.14387274147418,28.98189,-95.970001
12079,78404,Corpus Christi,TX,27.770056,-97.4001,17236.0,194.3072475428242,28.98189,-95.970001
10189,78160,Stockdale,TX,29.237074,-97.95439,4273.0,194.91920852522165,28.98189,-95.970001
27941,78408,Corpus Christi,TX,27.796171,-97.43796,12061.0,195.00360663655923,28.98189,-95.970001
10291,78622,Fentress,TX,29.760052,-97.77727,296.0,195.39549945496617,28.98189,-95.970001
2875,78370,Odem,TX,27.955312,-97.59288000000001,4877.0,195.49335224498347,28.98189,-95.970001
30952,78405,Corpus Christi,TX,27.777921999999997,-97.42695,16867.0,195.60438527644948,28.98189,-95.970001
22132,77613,China,TX,30.043401,-94.35853,1218.0,195.62944470696715,28.98189,-95.970001
14886,78412,Corpus Christi,TX,27.709309,-97.35225,36003.0,195.81650977702947,28.98189,-95.970001
9974,78411,Corpus Christi,TX,27.733058000000003,-97.38542,28024.0,196.1841593671546,28.98189,-95.970001
11069,78391,Tynan,TX,28.169309000000002,-97.75404,325.0,196.30645967357978,28.98189,-95.970001
9890,78418,Corpus Christi,TX,27.633433,-97.26791999999999,29854.0,196.59658217770223,28.98189,-95.970001
13684,78419,Corpus Christi,TX,27.723611,-97.380884,694.0,196.62174805303536,28.98189,-95.970001
29845,77368,Romayor,TX,30.453845,-94.83674,152.0,196.94936867673078,28.98189,-95.970001
6623,78416,Corpus Christi,TX,27.752356,-97.43465,15508.0,198.11895322462547,28.98189,-95.970001
32077,78125,Mineral,TX,28.535247,-97.93937,96.0,198.35265463721038,28.98189,-95.970001
32581,77659,Sour Lake,TX,30.150405,-94.41515,4910.0,198.7945147472729,28.98189,-95.970001
9913,77331,Coldspring,TX,30.619313000000002,-95.13802,6824.0,199.04570781135646,28.98189,-95.970001
8242,78409,Corpus Christi,TX,27.806753000000004,-97.50971,2939.0,199.45233326068927,28.98189,-95.970001
2427,78415,Corpus Christi,TX,27.727083,-97.4289,39271.0,199.67899704796397,28.98189,-95.970001
28776,78670,Staples,TX,29.777564,-97.81966,168.0,199.92809108582753,28.98189,-95.970001
16608,78414,Corpus Christi,TX,27.672334000000003,-97.37051,30165.0,200.04669712187604,28.98189,-95.970001
315,78417,Corpus Christi,TX,27.729855,-97.44503,4176.0,200.59557247479904,28.98189,-95.970001
4850,78413,Corpus Christi,TX,27.687791999999998,-97.40165,36953.0,200.90617413864445,28.98189,-95.970001
12684,77374,Thicket,TX,30.378705,-94.64905999999999,510.0,201.07749356651263,28.98189,-95.970001
28681,78145,Pawnee,TX,28.650728000000004,-98.00056,103.0,201.28668698588677,28.98189,-95.970001
12375,78352,Edroy,TX,27.973465,-97.68169,179.0,201.462152571782,28.98189,-95.970001
8458,78406,Corpus Christi,TX,27.776304,-97.51253,1413.0,201.9103007996853,28.98189,-95.970001
29975,77585,Saratoga,TX,30.304796000000003,-94.52727,1014.0,202.7377577218731,28.98189,-95.970001
28836,78410,Corpus Christi,TX,27.846567999999998,-97.59435,26387.0,202.97178826925446,28.98189,-95.970001
28552,77342,Huntsville,TX,30.78128,-95.59527,23.0,203.38202498791844,28.98189,-95.970001
12152,77369,Rye,TX,30.480319,-94.75643000000001,1018.0,203.75682587260923,28.98189,-95.970001
4586,78155,Seguin,TX,29.56478,-97.96283000000001,45341.0,203.9318972356868,28.98189,-95.970001
11726,77376,Votaw,TX,30.437703999999997,-94.68614000000001,617.0,203.9690251483671,28.98189,-95.970001
2936,77326,Ace,TX,30.519883,-94.81869,69.0,204.02145809258553,28.98189,-95.970001
29679,78113,Falls City,TX,28.972553,-98.06964,2435.0,204.3058222166884,28.98189,-95.970001
18379,78655,Martindale,TX,29.838163,-97.84178,2739.0,204.84936224234207,28.98189,-95.970001
5362,77335,Goodrich,TX,30.595651,-94.94596999999999,2350.0,204.91470747365594,28.98189,-95.970001
8215,78161,Sutherland Springs,TX,29.273819,-98.05424000000001,864.0,205.09510017408434,28.98189,-95.970001
24537,78147,Poth,TX,29.072412,-98.07786,1919.0,205.25100591550094,28.98189,-95.970001
9973,77359,Oakhurst,TX,30.735628000000002,-95.30405,721.0,205.37219712371098,28.98189,-95.970001
22585,77334,Dodge,TX,30.758511,-95.3688,141.0,205.94432367811217,28.98189,-95.970001
32516,78368,Mathis,TX,28.101322999999997,-97.82968000000001,9227.0,206.424495097328,28.98189,-95.970001
21395,78656,Maxwell,TX,29.887939000000003,-97.83613000000001,2271.0,206.96407997918973,28.98189,-95.970001
12526,77713,Beaumont,TX,30.090134999999997,-94.2467,12788.0,207.37972810220876,28.98189,-95.970001
24181,77320,Huntsville,TX,30.805099,-95.50719000000001,33678.0,207.64717462862404,28.98189,-95.970001
12548,77364,Pointblank,TX,30.756728000000003,-95.20485,2223.0,210.75706231284371,28.98189,-95.970001
25327,77707,Beaumont,TX,30.065029,-94.18030999999999,17080.0,210.99114659026532,28.98189,-95.970001
26357,78121,La Vernia,TX,29.351202,-98.11528,11381.0,212.37090515840572,28.98189,-95.970001
15857,78123,McQueeney,TX,29.598103000000002,-98.04346,2397.0,212.4984522551099,28.98189,-95.970001
22625,77705,Beaumont,TX,30.009609,-94.11401,40475.0,212.95969602398787,28.98189,-95.970001
10864,78640,Kyle,TX,29.996916,-97.84756,42954.0,213.9857603252963,28.98189,-95.970001
6576,77706,Beaumont,TX,30.092678999999997,-94.16377,28258.0,214.04775028345648,28.98189,-95.970001
8221,78060,Oakville,TX,28.421814,-98.07190200000001,37.0,214.31771562758544,28.98189,-95.970001
1057,78380,Robstown,TX,27.782255,-97.68609000000001,23141.0,214.48784553352874,28.98189,-95.970001
25818,77367,Riverside,TX,30.848603000000004,-95.39644,143.0,214.87011623377467,28.98189,-95.970001
29519,78114,Floresville,TX,29.150937,-98.17929000000001,20103.0,215.6079760004746,28.98189,-95.970001
31975,78666,San Marcos,TX,29.876944,-97.94668,63836.0,215.8225504801872,28.98189,-95.970001
30544,77702,Beaumont,TX,30.085112,-94.12607,2893.0,216.56452829574206,28.98189,-95.970001
25052,78383,Sandia,TX,28.066598,-97.92891,3539.0,216.8226753207508,28.98189,-95.970001
11348,77708,Beaumont,TX,30.141361,-94.16488000000001,11518.0,217.09769312680766,28.98189,-95.970001
3174,77655,Sabine Pass,TX,29.732091999999998,-93.90117,356.0,217.2258871310905,28.98189,-95.970001
31814,77701,Beaumont,TX,30.074112,-94.10358000000001,14674.0,217.68431684312029,28.98189,-95.970001
14012,77351,Livingston,TX,30.712538000000002,-94.89915,32517.0,218.4665886974631,28.98189,-95.970001
20861,77703,Beaumont,TX,30.112312,-94.11735999999999,15006.0,218.9626451418409,28.98189,-95.970001
20472,77640,Port Arthur,TX,29.879796000000002,-93.95575,16875.0,219.2001591832102,28.98189,-95.970001
1476,78008,Campbellton,TX,28.759107,-98.2173,345.0,220.2937639388379,28.98189,-95.970001
12525,77627,Nederland,TX,29.974013,-93.99986,21454.0,220.38249542654054,28.98189,-95.970001
20560,77360,Onalaska,TX,30.818886,-95.11108,5280.0,220.47301058136205,28.98189,-95.970001
27472,77657,Lumberton,TX,30.240472999999998,-94.20172,20003.0,220.98698126634213,28.98189,-95.970001
20331,77625,Kountze,TX,30.372553000000003,-94.33671,8489.0,220.99262545417255,28.98189,-95.970001
18512,78124,Marion,TX,29.570379,-98.14605999999999,5609.0,221.0370655398699,28.98189,-95.970001
9187,78339,Banquete,TX,27.807025,-97.79800999999999,632.0,221.51332045235893,28.98189,-95.970001
8678,78101,Adkins,TX,29.326804,-98.21887,7898.0,221.79039879344387,28.98189,-95.970001
26685,78071,Three Rivers,TX,28.492487,-98.1764,4248.0,221.9647365536559,28.98189,-95.970001
25744,78130,New Braunfels,TX,29.699844,-98.10754,59546.0,222.10600423518912,28.98189,-95.970001
20218,78152,Saint Hedwig,TX,29.432261999999998,-98.20151,2294.0,222.36520826591047,28.98189,-95.970001
8276,77642,Port Arthur,TX,29.921564,-93.92694,37111.0,223.78323387659182,28.98189,-95.970001
18511,77651,Port Neches,TX,29.980863,-93.96038,13043.0,224.0706370405918,28.98189,-95.970001
9356,77619,Groves,TX,29.947563,-93.91856999999999,16147.0,225.83857692025958,28.98189,-95.970001
17202,77663,Village Mills,TX,30.520625,-94.43630999999999,1353.0,226.33141457067345,28.98189,-95.970001
8110,75862,Trinity,TX,30.944809999999997,-95.33298,10091.0,226.7988621984524,28.98189,-95.970001
26668,78351,Driscoll,TX,27.672549,-97.75105,621.0,227.19324725693045,28.98189,-95.970001
21632,78022,George West,TX,28.260147999999997,-98.14978,4627.0,227.46208066523084,28.98189,-95.970001
27214,78075,Whitsett,TX,28.633209,-98.27924,123.0,228.38157268298912,28.98189,-95.970001
1338,78108,Cibolo,TX,29.574127,-98.23308,27770.0,229.23006503458433,28.98189,-95.970001
30698,77662,Vidor,TX,30.142953000000002,-94.00797,27035.0,229.584522609437,28.98189,-95.970001
6011,78132,New Braunfels,TX,29.749204,-98.17653,19139.0,230.28924218384583,28.98189,-95.970001
26539,78330,Agua Dulce,TX,27.782266999999997,-97.90134,878.0,231.349272790682,28.98189,-95.970001
11141,78263,San Antonio,TX,29.358153,-98.31978000000001,4673.0,232.01964217261963,28.98189,-95.970001
26255,77656,Silsbee,TX,30.390569,-94.18056,17110.0,233.33888441948443,28.98189,-95.970001
26064,78154,Schertz,TX,29.577359,-98.2787,30347.0,233.5709602273995,28.98189,-95.970001
3437,78109,Converse,TX,29.50198,-98.30582,34603.0,233.96290981733245,28.98189,-95.970001
19857,78372,Orange Grove,TX,27.963592,-98.07030999999999,5452.0,234.51739292731855,28.98189,-95.970001
30199,77350,Leggett,TX,30.856814,-94.856052,66.0,234.5694526099002,28.98189,-95.970001
15638,78343,Bishop,TX,27.605490000000003,-97.78572,4525.0,234.64861063188147,28.98189,-95.970001
27174,78112,Elmendorf,TX,29.221682,-98.36901999999999,7941.0,234.67180082097462,28.98189,-95.970001
3780,78148,Universal City,TX,29.550223,-98.29936,20139.0,234.69169671784084,28.98189,-95.970001
21361,77664,Warren,TX,30.600865999999996,-94.40604,2681.0,234.98178563079767,28.98189,-95.970001
7721,77615,Evadale,TX,30.316846999999996,-94.07395,1012.0,235.87673823631388,28.98189,-95.970001
5331,77611,Bridge City,TX,30.026093,-93.84071,8219.0,236.59052111179943,28.98189,-95.970001
3044,78244,San Antonio,TX,29.475597999999998,-98.35434000000001,30757.0,237.86290773860242,28.98189,-95.970001
9065,78266,San Antonio,TX,29.641132,-98.30856,5591.0,238.3675687848209,28.98189,-95.970001
29754,78222,San Antonio,TX,29.379902,-98.38926,19408.0,239.0713429313737,28.98189,-95.970001
15618,78676,Wimberley,TX,30.022492,-98.13294,12602.0,239.2427098922698,28.98189,-95.970001
7720,78239,San Antonio,TX,29.51613,-98.36161,28736.0,239.58279284613894,28.98189,-95.970001
15765,75851,Lovelady,TX,31.104196999999996,-95.46434,5050.0,241.03138253728181,28.98189,-95.970001
32359,78233,San Antonio,TX,29.552128000000003,-98.36775,43710.0,241.14226885410267,28.98189,-95.970001
4614,75960,Moscow,TX,30.903688,-94.80915999999999,913.0,241.26717758845783,28.98189,-95.970001
28754,27947,Jarvisburg,NC,36.189366,-75.86046999999999,1230.0,136.74808685366747,37.138279,-76.834991
19655,27966,Powells Point,NC,36.13655,-75.82653,1052.0,143.23376476140808,37.138279,-76.834991
32407,27941,Harbinger,NC,36.099065,-75.81974,536.0,146.88717247420587,37.138279,-76.834991
29672,27964,Point Harbor,NC,36.093211,-75.80319,545.0,148.31530102227043,37.138279,-76.834991
6115,27925,Columbia,NC,35.883885,-76.22036999999999,4217.0,149.95457852493436,37.138279,-76.834991
21257,27949,Kitty Hawk,NC,36.115899,-75.72771999999999,6947.0,150.6681703182918,37.138279,-76.834991
20102,27948,Kill Devil Hills,NC,36.022242,-75.67685999999999,10862.0,161.584681307249,37.138279,-76.834991
20784,27954,Manteo,NC,35.913938,-75.67961,6111.0,170.90813519193415,37.138279,-76.834991
25823,27953,Manns Harbor,NC,35.795867,-75.85014,1021.0,173.36438109811522,37.138279,-76.834991
1407,27959,Nags Head,NC,35.923805,-75.61144,2789.0,173.79826170354096,37.138279,-76.834991
16487,27981,Wanchese,NC,35.845046,-75.63954,1643.0,179.2147420656399,37.138279,-76.834991
11703,27826,Fairfield,NC,35.575982,-76.20409000000001,1379.0,182.7314461133338,37.138279,-76.834991
10136,27978,Stumpy Point,NC,35.698493,-75.772775,225.0,186.23955847952234,37.138279,-76.834991
2548,27824,Engelhard,NC,35.514202000000004,-76.00735999999999,1476.0,195.27568322631708,37.138279,-76.834991
1642,27968,Rodanthe,NC,35.661978999999995,-75.47740999999999,298.0,204.29006025601907,37.138279,-76.834991
22155,27982,Waves,NC,35.56179,-75.47152,82.0,213.69567599290892,37.138279,-76.834991
20785,27972,Salvo,NC,35.538351,-75.47473000000001,244.0,215.68776080442208,37.138279,-76.834991
3578,27915,Avon,NC,35.354252,-75.50417,777.0,231.57268954699802,37.138279,-76.834991
14780,27943,Hatteras,NC,35.218342,-75.68791999999999,504.0,237.08462767405254,37.138279,-76.834991
20345,27936,Frisco,NC,35.245540000000005,-75.618,1091.0,237.17965833461986,37.138279,-76.834991
2106,27920,Buxton,NC,35.263128,-75.55787,1326.0,237.99070273426284,37.138279,-76.834991
27779,33070,Tavernier,FL,25.006349,-80.53139,5344.0,51.714009973886974,25.468721,-80.477554
5168,33036,Islamorada,FL,24.91828,-80.63676,3035.0,63.28760193942407,25.468721,-80.477554
10428,33001,Long Key,FL,24.841814000000003,-80.79405,315.0,76.66643702615201,25.468721,-80.477554
20758,33050,Marathon,FL,24.731758,-81.0278,8922.0,98.9505509931458,25.468721,-80.477554
13089,33051,Key Colony Beach,FL,24.72339,-81.02028100000001,796.0,99.30508253715803,25.468721,-80.477554
16459,33043,Big Pine Key,FL,24.675731,-81.34359,4313.0,124.06740156653585,25.468721,-80.477554
25997,33042,Summerland Key,FL,24.663121,-81.48694,5829.0,135.54308779674994,25.468721,-80.477554
22674,33040,Key West,FL,24.567593,-81.7566,32891.0,163.29755483925254,25.468721,-80.477554
19111,70038,Boothville,LA,29.307982,-89.38006999999999,426.0,131.73153368677876,30.004869,-90.48201
23701,70091,Venice,LA,29.277457000000002,-89.35898,278.0,135.39957862148756,30.004869,-90.48201
28623,39530,Biloxi,MS,30.399147999999997,-88.88917,8086.0,159.27637960513127,30.004869,-90.48201
17651,39564,Ocean Springs,MS,30.403285999999998,-88.77565,36952.0,169.90976097966066,30.004869,-90.48201
20643,39565,Ocean Springs,MS,30.566715000000002,-88.76018,19453.0,176.791528129574,30.004869,-90.48201
27219,39553,Gautier,MS,30.400599,-88.65092,17174.0,181.441086108956,30.004869,-90.48201
785,39567,Pascagoula,MS,30.362203000000004,-88.5469,10740.0,190.25448453664112,30.004869,-90.48201
2259,39581,Pascagoula,MS,30.36298,-88.52901,11595.0,191.9540974527631,30.004869,-90.48201
28241,39563,Moss Point,MS,30.410999,-88.52514000000001,13790.0,193.45013047462496,30.004869,-90.48201
18168,39562,Moss Point,MS,30.522009000000004,-88.50312,17912.0,198.62203630573262,30.004869,-90.48201
14990,39452,Lucedale,MS,30.873353,-88.58869,26964.0,205.66084877069815,30.004869,-90.48201
7497,36541,Grand Bay,AL,30.487783,-88.32722,15647.0,213.8990697508024,30.004869,-90.48201
9296,36509,Bayou La Batre,AL,30.401384000000004,-88.24671,1983.0,219.35490034045785,30.004869,-90.48201
16464,36568,Saint Elmo,AL,30.49434,-88.269865,162.0,219.4106057547598,30.004869,-90.48201
18940,36590,Theodore,AL,30.487953000000005,-88.25327800000001,20.0,220.78759638991446,30.004869,-90.48201
17630,39451,Leakesville,MS,31.162188,-88.60093,7181.0,221.3892700675426,30.004869,-90.48201
32314,36544,Irvington,AL,30.479171,-88.23793,12476.0,221.99345199342048,30.004869,-90.48201
18863,36587,Wilmer,AL,30.828988,-88.35079,12053.0,224.03314487626344,30.004869,-90.48201
15792,36523,Coden,AL,30.383724,-88.18466,2818.0,224.84392633198854,30.004869,-90.48201
3104,36695,Mobile,AL,30.646415,-88.23657,45118.0,227.082772970636,30.004869,-90.48201
27578,36575,Semmes,AL,30.76635,-88.26553,18345.0,228.9138759599552,30.004869,-90.48201
11603,36528,Dauphin Island,AL,30.250825,-88.11819,1237.0,229.04311384405113,30.004869,-90.48201
17059,36619,Mobile,AL,30.586808,-88.18552,14269.0,229.85041163737617,30.004869,-90.48201
1561,36582,Theodore,AL,30.533744,-88.16865,24624.0,229.88266963627905,30.004869,-90.48201
18281,36608,Mobile,AL,30.690440000000002,-88.19700999999999,36864.0,232.20593065581065,30.004869,-90.48201
29106,36512,Bucks,AL,30.658865000000002,-88.177975,46.0,232.84534575372493,30.004869,-90.48201
26223,36693,Mobile,AL,30.630440999999998,-88.15397,17847.0,234.10749209962708,30.004869,-90.48201
23480,36609,Mobile,AL,30.662734999999998,-88.16255,25846.0,234.382277014656,30.004869,-90.48201
25034,36688,Mobile,AL,30.696589000000003,-88.173652,659.0,234.54155395733872,30.004869,-90.48201
30379,36618,Mobile,AL,30.728488,-88.16845,16737.0,236.16437903241672,30.004869,-90.48201
16465,36616,Mobile,AL,30.671048,-88.12665600000001,27.0,237.93530652297753,30.004869,-90.48201
1896,36613,Eight Mile,AL,30.795637,-88.1577,12749.0,239.7007167799498,30.004869,-90.48201
8556,36606,Mobile,AL,30.674057,-88.10249,18733.0,240.24089670316096,30.004869,-90.48201
6087,36607,Mobile,AL,30.699539,-88.10474,6852.0,240.90120911216997,30.004869,-90.48201
31886,36605,Mobile,AL,30.641191,-88.08221999999999,30111.0,241.0299582943487,30.004869,-90.48201
22462,36584,Vinegar Bend,AL,31.202047999999998,-88.38071,772.0,241.2425674850436,30.004869,-90.48201
28163,40729,East Bernstadt,KY,37.231716999999996,-84.13025999999999,5485.0,183.2962491492898,35.691879,-84.860107
7767,40824,Dayhoit,KY,36.840955,-83.37539,559.0,184.56268889158926,35.691879,-84.860107
23800,40854,Loyall,KY,36.85107,-83.35315,1213.0,186.7750439001906,35.691879,-84.860107
5971,40445,Livingston,KY,37.302783000000005,-84.21526999999999,997.0,188.22756767245886,35.691879,-84.860107
22484,40874,Warbranch,KY,36.982545,-83.48003,504.0,189.46867392268285,35.691879,-84.860107
11382,40840,Helton,KY,36.949181,-83.43129,312.0,189.61193738502104,35.691879,-84.860107
10580,40979,Roark,KY,37.016332,-83.51075,148.0,190.5572179940279,35.691879,-84.860107
12068,40962,Manchester,KY,37.164346,-83.76674,19143.0,190.78287341322294,35.691879,-84.860107
15800,40409,Brodhead,KY,37.374681,-84.41808,3843.0,191.30065464248955,35.691879,-84.860107
11650,40806,Baxter,KY,36.872801,-83.30778000000001,2499.0,191.3757222211738,35.691879,-84.860107
32389,40456,Mount Vernon,KY,37.36766,-84.33233,9300.0,192.27206135060936,35.691879,-84.860107
13937,40437,Hustonville,KY,37.431549,-84.81255999999999,4932.0,193.54981560474718,35.691879,-84.860107
16589,40810,Bledsoe,KY,36.91707,-83.32399000000001,1548.0,193.72444844835465,35.691879,-84.860107
19341,40801,Ages Brookside,KY,36.858906,-83.2528,531.0,193.96181895953126,35.691879,-84.860107
22483,40827,Essie,KY,37.043141999999996,-83.48892,674.0,194.0897256068069,35.691879,-84.860107
2553,40402,Annville,KY,37.294090000000004,-83.9759,2905.0,194.96287688003602,35.691879,-84.860107
14339,40914,Big Creek,KY,37.112359000000005,-83.56789,467.0,195.81964626372275,35.691879,-84.860107
21183,40941,Garrard,KY,37.176075,-83.66608000000001,251.0,196.64503438531554,35.691879,-84.860107
19172,40448,McKinney,KY,37.460003,-84.75676,53.0,196.88463285490806,35.691879,-84.860107
2812,40858,Mozelle,KY,37.018413,-83.39768000000001,397.0,197.30877655126224,35.691879,-84.860107
11564,40865,Putney,KY,36.901802,-83.24129,410.0,197.91281828282655,35.691879,-84.860107
14976,40460,Orlando,KY,37.406069,-84.24292,1129.0,198.48313076925527,35.691879,-84.860107
26164,40419,Crab Orchard,KY,37.455878999999996,-84.48753,4621.0,199.0114433570661,35.691879,-84.860107
27995,40816,Chappell,KY,36.987495,-83.32795,78.0,199.02430587787836,35.691879,-84.860107
10370,40828,Evarts,KY,36.86772,-83.17747,3965.0,199.66622752018984,35.691879,-84.860107
5812,40009,Bradfordsville,KY,37.477191999999995,-85.10175,1051.0,199.74919785768935,35.691879,-84.860107
3260,40847,Kenvir,KY,36.852687,-83.15916999999999,261.0,199.83570911328914,35.691879,-84.860107
26989,40844,Hoskinston,KY,37.058837,-83.38533000000001,123.0,201.39437646519494,35.691879,-84.860107
10583,41714,Bear Branch,KY,37.163342,-83.51527,418.0,203.1545923222046,35.691879,-84.860107
3229,40808,Big Laurel,KY,36.981495,-83.25264,99.0,203.26880939930396,35.691879,-84.860107
13025,40484,Stanford,KY,37.520835999999996,-84.6735,11612.0,204.11563566564666,35.691879,-84.860107
4626,40849,Lejunior,KY,36.885169,-83.12461,352.0,204.5117686814566,35.691879,-84.860107
15155,40868,Stinnett,KY,37.11181,-83.39265,1100.0,205.43013277838838,35.691879,-84.860107
18577,40481,Sandgap,KY,37.43424,-84.09155,218.0,205.60403869226658,35.691879,-84.860107
16138,40870,Totz,KY,36.930023999999996,-83.15467,279.0,205.74125143138437,35.691879,-84.860107
25509,40972,Oneida,KY,37.25398,-83.61901,1327.0,206.18101793374652,35.691879,-84.860107
9357,42757,Magnolia,KY,37.415382,-85.71597,2974.0,206.3917817457175,35.691879,-84.860107
6425,40464,Parksville,KY,37.55081,-84.90009,1114.0,206.79938424234373,35.691879,-84.860107
31251,40486,Tyner,KY,37.369321,-83.85889,2223.0,206.92728480223278,35.691879,-84.860107
28296,41775,Wendover,KY,37.10014,-83.34647,114.0,207.12120658921722,35.691879,-84.860107
7008,40983,Sextons Creek,KY,37.32832,-83.7488,352.0,207.36595226037562,35.691879,-84.860107
22546,40434,Gray Hawk,KY,37.395468,-83.90849200000001,34.0,207.69334329570046,35.691879,-84.860107
27754,40328,Gravel Switch,KY,37.561721999999996,-85.0227,1065.0,208.4880231937107,35.691879,-84.860107
32128,41766,Thousandsticks,KY,37.187088,-83.44978,131.0,208.7663048466401,35.691879,-84.860107
20937,42713,Bonnieville,KY,37.381189,-85.88175,1641.0,208.9065501767185,35.691879,-84.860107
11361,42764,Mount Sherman,KY,37.463961,-85.63923100000001,559.0,209.03092113603532,35.691879,-84.860107
12576,41762,Sizerock,KY,37.223634999999994,-83.50599,107.0,209.04790480820427,35.691879,-84.860107
20646,42716,Buffalo,KY,37.47534,-85.60987,1582.0,209.3698477395524,35.691879,-84.860107
24415,40447,McKee,KY,37.457017,-84.03435,8251.0,209.73202329590674,35.691879,-84.860107
9408,40927,Closplint,KY,36.889259,-83.05265,482.0,209.74675456229406,35.691879,-84.860107
21815,40440,Junction City,KY,37.583748,-84.80855,2092.0,210.48256853042193,35.691879,-84.860107
29900,40060,Raywick,KY,37.533395,-85.43588000000001,1184.0,211.18231264500739,35.691879,-84.860107
842,40033,Lebanon,KY,37.565894,-85.25148,12355.0,211.35298899637513,35.691879,-84.860107
16573,41749,Hyden,KY,37.17621,-83.38301,3556.0,211.49065508786674,35.691879,-84.860107
1526,41777,Yeaddiss,KY,37.065439000000005,-83.22479,947.0,211.6259784136785,35.691879,-84.860107
29217,42729,Cub Run,KY,37.304660999999996,-86.12987,1617.0,212.29342590347238,35.691879,-84.860107
8092,42259,Mammoth Cave,KY,37.274689,-86.19818000000001,1281.0,212.86875294472526,35.691879,-84.860107
59,41764,Smilax,KY,37.113248,-83.24325999999999,741.0,214.34558152276134,35.691879,-84.860107
24959,40843,Holmes Mill,KY,36.868363,-82.96607,259.0,214.39063437960445,35.691879,-84.860107
11796,40063,Saint Mary,KY,37.579519,-85.355132,789.0,214.55939988422975,35.691879,-84.860107
427,40461,Paint Lick,KY,37.59483,-84.40789000000001,3121.0,215.4773526547517,35.691879,-84.860107
14158,41763,Slemp,KY,37.048770000000005,-83.13904000000001,574.0,215.72055996735725,35.691879,-84.860107
12337,41819,Gordon,KY,36.985859999999995,-83.06497,392.0,215.82880049402823,35.691879,-84.860107
13634,40403,Berea,KY,37.575568,-84.27767,23774.0,215.87418442290036,35.691879,-84.860107
5047,41776,Wooton,KY,37.167173,-83.2852,1509.0,216.30971030098368,35.691879,-84.860107
6900,42285,Sweeden,KY,37.273726,-86.27499,375.0,216.71755614837548,35.691879,-84.860107
14191,42784,Upton,KY,37.456599,-85.90164,2685.0,217.21779842123547,35.691879,-84.860107
13462,40422,Danville,KY,37.644426,-84.78862,24280.0,217.27508320091022,35.691879,-84.860107
23056,41735,Delphia,KY,37.029744,-83.08919,295.0,217.49335908410887,35.691879,-84.860107
14511,40062,Saint Francis,KY,37.590699,-85.45004,301.0,217.66763356157855,35.691879,-84.860107
19074,42207,Bee Spring,KY,37.293315,-86.26557,1207.0,217.99421311843537,35.691879,-84.860107
13544,40052,New Hope,KY,37.585365,-85.50816999999999,515.0,218.40846887501172,35.691879,-84.860107
